pdpass,dateIncorporated,fileNumber,assignee1,assignee2,assignee3,assignee4,assignee5
12390431,6/26/96,2624813,WILLIAMS FIELD SERVICES GULF COAST COMPANY LP,,,,
11787973,,,ROCKWELL HEAVY VEHICLES SYSTEMS INC,ROCKWELL HEAVY VEHICLE SYSTEMS INC,,,
10154490,,,ORIONYHTYMA OY,ORIONYHTYMA,ORIONYHTYMA OY ORION DIAGNOSTICA,,
11604493,11/19/93,2360429,GLOBALSTAR LP,GLOBALSTAR L P,,,
11590252,,,BAY NETWORKS GROUPS INC,BAY NETWORKS GROUP INC,,,
12001076,,,ADVANCED MICRO DESIGNS INC,,,,
11750394,,,ADEZA BIOMEDICAL CORPORATION,,,,
12900596,,,AFTON CHEMICAL INTANGIBLES LLC,,,,
11787487,,,DOGWOOD RESTORATIONS,,,,
13096129,5/14/01,3385742,RGB NETWORKS INC,,,,
11199689,11/29/10,4904405,NIELSENKELLERMAN CO,NIELSENKELLERMAN COMPANY,NIELSENKELLERMAN,NIELSENKELLERMAN CO INC,
13222386,2/1/05,3913940,MAGIC TECHNOLOGIES INC,,,,
12225205,,,THOMSON LICENSING,THOMSON LICENSING S A,THOMSON LINCENSING S A,THOMSON LICENSING V,THOMSON LICENSING SA
12612194,3/4/94,2383464,DCT INC,,,,
12883456,4/15/98,2884480,SCIENTIFIC GAMES ROYALTY CORPORATION,,,,
11576766,3/4/91,2256307,NEXSTAR PHARMACEUTICALS INC,NEXSTAR PHARMACETICALS INC,NEXSTAR PHARMACEUTICALS,NEXSTAR PHARMACEUTICLAS INC,
10866328,,,SYSTEM GENERAL CORP,,,,
12730752,,,QUALMAG INC,,,,
10968113,5/26/87,2127251,RORER BIOTECHNOLOGY INC,,,,
12533612,10/16/97,C2058414,HIBAND SEMICONDUCTOR INC,HIBAND SEMICONDUCTORS INC,,,
12649942,6/13/94,C1890748,AUDIOHIGHWAYCOM,,,,
12208032,,,LOCKHEED MARTIN FAIRCHILD SYSTEMS,,,,
11763315,11/10/93,2359346,ALPHA GENE INC,ALPHAGENE INC,,,
11766397,,,CLEARWAVE COMMUNICATIONS INC,,,,
12174612,,,MEDICAL SAFETY PRODUCTS INC,,,,
13155075,,,AVAGO TECHNOLOGIES EGBU IP PTE LTD,AVAGO TECHNOLOGIES GENERAL IP PTE LTD,AVAGO TECHOLOGIES GENERAL IP PTE LTD,,
13205058,10/12/04,3855305,POLYREMEDY INC,,,,
12377411,12/14/93,2363723,ILEX ONCOLOGY INC,,,,
12403567,7/16/93,2344219,PRAECIS PHARMACEUTICALS INC,PRAECIS PHARMACEUTICALS INCORPORATED,PRAECIS PHARMACEUTICS INC,,
12885679,12/28/01,3474642,BRASSRING LLC,,,,
13046551,,,NEW LIFE RESOURCES LLC,,,,
11710819,,,GG LOCOTRONICS INC,,,,
11719399,1/6/92,C1813093,MICROMODULE SYSTEMS,MICROMODULE SYSTEMS INC,,,
23222185,7/24/86,2097107,PDL BIOPHARMA INC,,,,
12945298,7/31/07,4399028,FORCE FLOW,,,,
12628351,9/19/01,C2358802,JIGSAW TEK INC,,,,
11869088,5/16/96,2624559,VIVUS INCORPORATED,VIVUS INC,,,
10878759,9/5/58,C0359840,BOYCE THOMPSON INSTITUTE FOR PLANT RESEARCH INC,BOYCE THOMPSON INSTITUTE FOR PLANT RESEARCH,,,
11264615,9/27/60,557417,MICROSEMI CORP,MICROSEMI CORPORATION,,,
10619213,5/22/74,C0714994,ZWICK ENERGY RESEARCH ORGANIZATION INC,,,,
12875197,,,NOVOCELL SEMICONDUCTOR INC,,,,
11632448,,,LOCKHEED ENVIRONMENTAL SYSTEMS TECHNOLOGIES CO,,,,
11031751,,,EPYX INC,,,,
12900075,,,SPRITE SOLUTIONS,,,,
11472141,,,BODY COMPOSITION ANALYZERS INC,,,,
10871271,7/9/19,85730,FORD MOTOR CO,,,,
11549614,2/3/81,907546,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,,,,
12423867,11/15/01,3457496,MEDIAQ INC,,,,
12986737,,,SMURFIT STONE CONTAINER ENTERPRISES INC,SMURFITSTONE CONTAINER ENTERPRISES INC,,,
10994155,,,NALGE COMPANY,,,,
11382204,,,RACOTEK INC,,,,
13168419,,,RED SKY SUBSEA LTD,,,,
13009830,5/6/05,3966403,ENABLENCE HOLDINGS LLC,,,,
12252040,9/11/95,2541015,ASHURST GOVERNMENT SERVICES INC,,,,
12296993,,,EYELAB GROUP LLC,,,,
13106614,,,CONVERGED DATA SOLUTIONS LLC,,,,
12094306,,,INTRABIOTICS PHARMACEUTICALS INC,,,,
13098107,11/28/01,3461686,BRISTOLMYERS SQUIBB PHARMACEUTICAL COMPANY,BRISTOLMYERS SUIBB PHARMA COMPANY,BRISTOLMYERSSQUIBB PHARMA COMPANY,BRISTOL MYERS SQUIBB PHARMA COMPANY,BRISTOLMYERS SQUIBB PHARMA COMPANY
11889665,5/9/94,C1888153,VOELKER SENSORS INC,,,,
13207339,,,WEBMETHODS INC,,,,
10940017,9/19/66,647024,BAXTER HEALTHCARE CORPORATION,,,,
11176179,11/13/86,2107370,SYSTECH ENVIRONMENTAL CORPORATION,,,,
11066639,,,WRIGHT LINE OF CANADA LTD,,,,
12331933,9/25/98,2948408,PRIMAXX INC,,,,
12143036,4/12/95,2498400,ACLARA BIOSCIENCES,ACLARA BIOSCIENCES INC,ACLARA BIO SCIENCES INC,,
11313696,,,STAR ENTERPRISE,,,,
12488035,5/11/78,854071,ALCON UNIVERSAL LTD,,,,
13228980,,,PLANSEE SE,,,,
10731529,2/9/05,3923788,IVEK CORPORATION,,,,
12718579,6/21/90,2233914,CHASE MANHATTAN BANK,THE CHASE MANHATTAN BANK,,,
10461473,5/13/98,2895888,NOVA BIOMEDICAL CORPORATION,,,,
12657508,,,SAVAGE ENTERPRISES INC,,,,
11841183,7/8/96,C1974041,ACRES GAMING INCORPORATED,ACRES GAMING INC,,,
11669543,10/25/82,946845,INORGANIC COATINGS INC,,,,
12972645,7/12/01,3413195,NANOSYS INC,,,,
12400314,,,POINT THERAPEUTICS INC,POINT THERAPEUTICS,,,
12843899,7/3/96,2640664,SEROLOGICALS ROYALTY COMPANY,,,,
11224877,11/15/85,C1357632,GAZELLE MICROCIRCUITS INC,,,,
11038401,,,RD VENTURES INC,,,,
12104402,,,XOMED SURGICAL PRODUCTS INC,,,,
10741076,,,HALL SURGICALDIVISION OF ZIMMER INC,,,,
12988102,,,GOODRICHWOO ENTERPRISES INC,,,,
13054327,,,HITACHI GLOBAL STORAGE TECHNOLOGIES BV,,,,
12446084,,,DSU MEDICAL CORPORATION,,,,
12816814,10/30/95,2556488,ALBION INTERNATIONAL INC,,,,
12642019,9/15/00,3288839,BERKANA WIRELESS INC,,,,
12082653,3/11/88,C1431747,MA LABORATORIES INC,,,,
11166517,2/28/89,C1634403,ACUPRINT INC,,,,
12746329,2/10/97,2715658,FAIRCHILD SEMICONDUCTOR CORPORATION,FAIRCHILD SEMICONDUCTOR INC,FAIRCHILD SEMICONDUCTOR CORPORATIION,FAIRCHILD SEMICONDUCTORS INC,
11859564,8/6/90,2237967,IMPLEMED INC,,,,
11863481,12/18/66,C0519328,NOVARTIS CORPORATION,NOVARTIS COPORATION,NOVARTIS,NOVARTIS CORPROATION,NOVARTIS CORP
11177941,9/3/86,2100518,SPACE TIME ANALYSES LTD,,,,
11501023,,,UNITED GAMES INC,,,,
13242756,5/19/00,3227478,OMNIGUIDE INC,,,,
10766735,,,POLYONICS CORPORATION INC,,,,
12533333,,,DRS SENSORS TARGETING SYSTEMS INC,,,,
12739794,,,MAXXAN SYSTEMS INC,,,,
11058835,,,NAMCO LTD,,,,
11737951,5/26/93,C1858876,ION DIAGNOSTICS INC,,,,
12359600,5/21/98,2899361,API NETWORKS INC,,,,
13161343,7/13/00,3259046,BAE SYSTEMS INFORMATION AND ELECTRONICS SYSTEMS INTEGRATION INC,BAE SYSTEMS INFORMATION AND ELECRONIC SYSTEMS INTEGRATION INC,,,
12795786,8/7/97,2782984,USYSTEMS INC,U SYSTEMS INC,,,
13200462,3/16/06,4106508,BUGLAB LLC,,,,
12885875,7/1/99,3060865,FULCRUM MICROSYSTEMS INC,,,,
11011033,,,ROSSHIME DESIGNS INC,,,,
12009987,12/13/01,3468451,SB POWER TOOL COMPANY,SB POWER TOOL CORPORATION,,,
12409410,8/31/07,4416741,ADVANCED BIONICS CORPORATION,,,,
11488572,8/7/79,877103,TENAX CORPORATION,,,,
13169720,11/21/02,3593792,FORD GLOBAL TECHNOLOGIES LTD,FORD GOLBAL TECHNOLOGIES LLC,FORD GLOBAL TECHNOLOGIE LLC,FORD GLOBAL TECHNOLOIGIES LLC,FORD GLOBAL TECHNOLOGIES LLC
12349117,,,WAFER STANDARDS INC,,,,
13254024,,,PIONEER HIBRED INC,,,,
13021351,,,CYBERGYM INC,,,,
12122022,1/21/11,4930280,PICKIT INC,,,,
12848597,,,LIVE TV INC,,,,
12526430,,,MOSSI GHISOLFI OVERSEAS S A,MOSSI GHISOLFI OVERSEAS SA,MOSSI GHISOLFI OVERSEARS SA,,
12481008,,,SD ACQUISITION INC,,,,
12461208,1/22/76,820557,VARIAN MEDICAL SYSTEMS,VARIAN MEDICAL SYSTEMS INC,,,
10863670,1/8/80,884992,MICROVASIVE INC,,,,
13153369,,,RAVE LLC,,,,
11404201,,,RICE MOLD DESIGN SERVICE INC,,,,
11592382,,,SECURITY CONTROL EQUIPMENT INC,,,,
12730623,6/26/01,C2349698,VISHAY INFRARED COMPONENTS INC,,,,
12417342,8/25/99,C2174316,MUNETIX INC,,,,
12707508,10/7/99,C2178364,INVIVOTECH INC,,,,
12628461,,,BANK OF AMERICA NA,,,,
12455425,,,BILLUPS ROTHENBERG INC,BILLUPSROTHENBERG INC,,,
11558112,,,ARROW PRECISION PRODUCTS INC,,,,
12977877,,,EMBOOPTICS LLC,,,,
12696239,,,EDC BIOSYSTEMS INC,,,,
10124865,6/25/01,3407307,HAMILTON COMPANY,,,,
12430883,,,FILTRONA RICHMOND INC,,,,
11579098,2/3/83,C1133419,TRACE MOUNTAIN PRODUCTS INC,,,,
13180707,5/3/04,3790094,MAGNA POWERTRAIN USA INC,,,,
13183802,2/23/05,3930252,ADVANCED OCULAR SYSTEMS LIMITED,,,,
12052178,,,EXACT LABORATORIES INC,,,,
11588385,10/23/92,2313674,TRIDENT MICROSYSTEMS,TRIDENT MICROSYSTEMS INC,TRIDENT MICROSYSTEMS LTD,,
11841429,,,CARDIA CATHETER COMPANY,,,,
12372231,9/24/97,C2034868,EYEMATIC INTERFACES INC,,,,
12280007,,,NEUROTECH SA,,,,
12365888,,,SCS HIGHTECH INC,,,,
12002667,3/25/88,2155996,STAHLS INC,STAHL S INC,,,
11958491,,,DOW BELGIUM,,,,
13131936,8/21/98,2936307,GE CAPITAL COMMERICAL FINANCE INC,GE CAPITAL COMMERCIAL FINANCE INC,,,
12733856,1/21/00,3158245,FLARION TECHNOLOGIES INC,,,,
13140152,12/19/05,C2814535,CREATIVE AUTO RESOURCES INC,,,,
11028850,3/18/88,C1609743,MCDANTIM INC,,,,
11122071,,,ELECTRONIC SPEECH SYSTEMS,,,,
12456448,1/25/99,C2042350,INCIDE TECHNOLOGIES INC,INCEP TECHNOLOGIES INC,INCEPTECHNOLOGIES INC,INCEP TECHNOLOGIES,
11902229,12/21/92,2319847,INDIGO MEDICAL INC,,,,
12211007,9/22/99,3100529,OMNOVA SOLTUIONS INC,OMNOVA SOLUTIONS INC,OMNOVA SOLUTINS INC,,
11655325,1/31/94,2374211,LOCKHEED MARTIN FEDERAL SYSTEMS,LOCKHEED MARTIN FEDERAL SYSTEMS INC,,,
12971356,,,JOHNSON SAFETY INC,,,,
12877947,,,TYCO THERMAL CONTROLS INC,TYCO THERMAL CONTROLS LLC,,,
12053119,4/23/87,2124315,APTI INC,,,,
11557813,12/3/96,2690062,ELEKTROBIT OY,,,,
12653020,10/17/00,3303367,RADIANT NETWORKS PLC,,,,
11613689,9/16/99,C2176470,BISMUTH CARTRIDGE LLC,,,,
10883938,3/6/89,2189396,SNE ENTERPRISES,,,,
11174855,9/22/86,C1542262,ADVANCED SURGICAL INTERVENTION INC,,,,
12885344,12/2/98,C2126882,TERAWAVE COMMUNICATIONS INC,,,,
11221872,,,HYDROLEX INC,,,,
11948397,6/30/95,2518209,JUNO ONLINE SERVICES LP,,,,
13116704,4/23/02,3517511,MOVE MOBILE SYSTEMS INC,,,,
10156761,,,QUINTRON INC,,,,
11972565,2/2/00,3170439,PLAY INC,,,,
12039969,,,MICROELECTRONIC MODULES CORP,MICROELECTRONIC MODULES CORPORATION,MICROLECTRONIC MODULES CORPORATION,,
11779547,4/26/96,2618100,ANTEX BIOLOGICS FORMERLY MICROCARB INC,ANTEXBIOLOGICS INC,ANTEX BIOLOGICS INC,,
12316783,,,GOLDER SIERRA LLC,,,,
11479964,2/2/84,2027422,ADDAX INC,,,,
12936118,5/14/04,3803584,MRI DEVICES CORP,,,,
11843888,4/17/90,C1663188,KALEVA DESIGN,,,,
12390137,6/10/65,626508,PERFECT PLASTIC PRINTING CORPORATION,PERFECT PLASTIC PRINTING CORP,,,
12139075,10/2/95,2549347,SARCO LC,,,,
12227490,,,RANBAR ELECTRICAL MATERIALS INC,,,,
11595445,,,TOWNSEND TOWNSEND CREW LLP,TOWNSEND AND TOWNSEND AND CREW LLP,,,
13105857,,,LIFESCAN SCOTLAND LTD,LIFESCAN SCOTLAND LIMITED,,,
12756292,7/3/03,3659830,METGLAS INC,METZLAS INC,,,
11205878,,,SHAREWELL INC,,,,
13014244,7/8/03,3679385,ROPINTASSCO HOLDINGS LP,,,,
12577238,12/20/79,C0970590,VERIZON SERVICES GROUP,,,,
13195519,6/12/98,2907965,MIMEOCOM INC,,,,
12810366,,,ULTRADOTS INC,,,,
10633054,4/29/96,2618391,MAGNETIC SEPARATION SYSTEM INC,MAGNETIC SEPARATION SYSTEMS INC,,,
11298116,,,DW WALKER ASSOCIATES,,,,
13070742,8/23/00,3262861,SAVACOR INC,,,,
12318014,4/14/04,3790109,NEXPRESS SOLUTIONS INC,NEK PRESS SOLUTIONS LLC,NEXPRESS SOLUTIONS,NEX PRESS SOLUTIONSLLC,NEX PRESS SOLUTIONS LLC
11582831,,,JOHNSON JOHNSON CLINICAL DIAGNOSTIC SYSTEMS INC,JOHNSON JOHNSON CLINICAL DIAGNOSTICS INC,JOHNSON JOHNSON CLINICAL DIAGONSTICS INC,,
11240155,,,EDJEWISE SENSOR PRODUCTS INC,,,,
12505171,6/8/77,C0818377,UNISYS PULSEPOINT COMMUNICATIONS,,,,
12511203,,,VEHICLE ENHANCEMENT SYSTEMS INC,,,,
11704909,,,SILICON GRAPHICS COMPUTER SYSTEMS INC,,,,
11574024,,,THOREN CAGING SYSTEMS INC,,,,
13142852,,,AIR DEFENSE INC,AIRDEFENSE INC,,,
11884760,6/7/95,2506668,PIVOT POINT INC,,,,
12273430,3/18/72,779840,STMICROELECTRONICS N V,ST MICROELECTRONICS NV,STMICROELECTRONICS NV,STMICROELECTRICS NV,
11391030,7/25/90,C1514904,TORREX EQUIPMENT CORP,,,,
11722695,,,EFH INC,,,,
10825515,5/5/86,2090213,EVEREADY BATTERY CO INC,EVEREADY BATTERY COMPANY,EVEREADY BATTERY COMPANY INC,,
10907182,,,ADVANCED SOFTWARE INC,,,,
13044363,,,OPLINIC COMMUNICATIONS INC,,,,
12796240,12/30/05,4086652,MICRONIX INC,,,,
22679269,,,GIK INVENT DESIGN INC,,,,
12349616,7/16/96,2642095,ENROUTE INC,,,,
11611708,8/28/95,2537674,ADVANCED ACCESSORY SYSTEMS LLC,,,,
11785897,4/28/86,C1529604,LAROCHE INDUSTRIES INC,,,,
12849488,,,PLANAR SOLUTIONS LLC,,,,
12307170,5/18/93,2336741,BIOMIRA USA INC,,,,
12977532,6/17/04,C2660820,INVISION INVESTMENTS INC,,,,
12053392,8/9/95,2532175,NETPHONIC COMMUNICATIONS INC,,,,
12500772,,,RC NETWORKS,,,,
11337620,1/24/92,2286159,CREDIT VERIFICATION CORPORATION,,,,
11155907,3/13/98,2888949,MOSAIC INC,,,,
13224197,,,MIRAGE NETWORKS INC,,,,
12194788,,,MAXWELL ENERGY PRODUCTS INC,,,,
12473041,7/28/34,1003004,GOODRICH CORPORATION,GOODRICH COPORATION,GOODRICH CORP,GOODRICH CORPRATION,
11885835,1/27/84,C1222475,ONE LAMBADA,ONE LAMBDA,,,
13044747,,,GEMTECH SYSTEMS LLC,,,,
11365452,12/17/96,2695377,MASHAMILTON GROUP INC,MASHAMILTON GROUP,,,
11674794,5/10/12,5153060,EARMARK INC,,,,
12416011,7/9/07,4385101,MADASH LLC,,,,
12082513,4/8/93,C1856662,HOLOPLEX,HOLOPLEX INC,,,
11501048,6/26/90,2234445,S T PROMOTIONS INC,,,,
12406016,,,TSK AMERICA,TSK AMERICA INC,,,
13134746,,,BETTELLE MEMORIAL INSTITUTE,,,,
12632773,6/10/86,2093275,FITEL USH CORP,FITEL USA CORPORATION,FITEL USA CORP,,
12965543,4/27/11,4945242,TRUVOTE INC,TRUVEO INC,,,
11327198,3/5/03,3632379,ALINE PRODUCTS CORPORATION,ALINE PRODUCTS CORP,,,
11790474,,,SIKORSKY AIRCRAFT CORP,SIKORSKY AIRCRAFT CORPORATION,,,
11103497,,,SUN MICROSYSTEM INC,SUN MICRO SYSTEMS INC,SUN MICROYSYTEMS INC,SUN MOCROSYSTEMS INC,SUN MICROSYSTEMS INC
10461607,,,SPARTANBURG STEEL PRODUCTS INC,,,,
13149715,3/31/99,C2159113,ENCAP MOTOR CORPORATION,ENCAP MOTOR CORPORAITON,,,
12918609,4/28/34,332910,HOUGHTON TECHNICAL CORP,,,,
12424934,4/18/91,2260548,CREATIVE DESIGN CORP,,,,
12277095,6/27/91,2267087,FOCAL INC,,,,
13025470,1/14/00,3159755,AMPHIRE SOLUTIONS INC,,,,
13189309,3/30/00,3202006,THEPLATFORM FOR MEDIA INC,,,,
13098474,,,CENTELION SAS,,,,
12632448,5/24/01,3375834,INSIGHTFUL CORPORATION,,,,
10798043,,,MAYCURRAN ASSOCIATES,,,,
11820290,11/8/96,2682066,METRA BIOSYSTEMS INC,,,,
10232938,3/25/91,C1683542,TOKICA LTD,TOKIOCO LTD,TOKICO LTD,TOCKICO LTD,
12348124,3/18/98,2872664,TYCO HEALTHCARE GROUP LP,TYCO HEALTHCARE GROUP,TYCO HEALTCARE GROUP LP,,
12450908,,,BRACCO IMAGING SPA,BRACCO IMAGING S P A,BRACCO IMAGINING SPA,,
11434354,,,TROEMNER INC,,,,
11619289,3/20/02,3504246,JRS TECHNOLOGY INC,,,,
11597110,7/3/90,C1568707,MAGL POWER INC,,,,
12521037,11/20/98,C2126229,MICROPIXEL INC,,,,
12307852,,,BRIDGE PHARMA INC,,,,
12564652,6/23/95,2518928,CORSOLUTIONS INC,,,,
12065175,3/7/86,C1525670,THE IAMS COMPANY,,,,
13143277,10/22/02,3578049,AUTOCELL LABORATORIES INC,,,,
12493479,9/16/96,C1989074,WEBSIDESTORY INC,WEBSIDE STORY INC,,,
12614161,,,PRO PERFORMANCE SPORTS LLC,,,,
10091661,3/3/98,2866193,AIR POWER SYSTEMS CO INC,,,,
12756717,3/19/97,2718617,MEMORY PHARMACEUTICALS CORP,MEMORY PHARMACEUTICALS CORPORATION,,,
11645532,8/13/12,5194636,EPIGEN INC,,,,
12786746,4/24/97,2743825,C M TECHNOLOGY INC,,,,
11872691,9/24/97,2800087,SULZER INTERMEDICS INC,,,,
11879281,,,ADVANCED METAL COMPONENTS INC,,,,
12568306,,,ADVANCED MEDICAL OPTICS INC,ADVANCED MEDICAL OPTICS,,,
12780923,3/22/83,2005276,CALYPSO WIRELESS INC,,,,
12368219,,,ORCHID BIOSCIENCES INC,,,,
10949702,1/22/87,2115573,SCHLUMBERGER TECHNOLOGIES INC,,,,
11260625,6/25/69,C0573798,PHARMACIA LKB BIOTECHNOLOGY AB,,,,
10461647,1/13/48,C0223837,PALO ALTO MEDICAL RESEARCH FOUNDATION,,,,
12563444,3/9/95,2485289,VIRAGE INC,,,,
10159993,10/28/68,C0555835,SAFE FLIGHT INSTRUMENT CORPORATION,,,,
13053501,,,INVENTIONS DISCOVERIES LLC,,,,
12749189,,,RXKINETIX INC,,,,
12233519,,,DAMPPCHASER ELECTRONICS CORPORATION,,,,
12249925,6/26/97,2764698,COLOR ACCESS INC,,,,
11883110,,,RTECT INC,,,,
13093555,,,CONVERSAGENT INC,,,,
12081516,,,HOESCHST MARION ROUSSEL,HOECHST MARION ROUSSOL,HOECHST MARION ROUSSEL,,
11513834,6/6/94,2407521,SPECIALTY PAPERBOARDENDURA INC,,,,
12850076,,,ADVION BIOSCIENCES INC,,,,
12814977,2/17/00,3171481,NETBOTZ INC,,,,
12983095,,,SINGLESIGON NET INC,,,,
11100065,,,MARTINDECKER INC,,,,
11277610,,,SONY BROADCAST COMMUNICATION LIMITED,SONY BROADCAST COMMUNICATIONS LIMITED,,,
12832673,,,FLEXSTAKE INC,,,,
13114218,11/29/67,667618,PARKERHANNIFIN,,,,
11282632,5/2/85,C1274601,TACTICAL FABS INC,,,,
12481072,,,PROXEMICS,,,,
11389485,10/19/89,2210968,MICRACOR INC,,,,
12698414,,,WAYCOOL ACQUISITION LLC,,,,
12922506,,,CONCORDE MICROSYSTEMS INC,,,,
12056743,,,BIT MICROSYSTEMS INC,,,,
12799450,,,REDUNNDANT MATERIALS INC,,,,
13186063,4/17/02,3506939,ELECTRIC CLOUD INC,,,,
12258882,8/15/05,4015510,EMTEQ INC,,,,
12573291,,,GB AQUISITION CO INC,,,,
12189230,,,BE AEROSPACE INTELLECTUAL PROPERTY INC,,,,
12767649,11/17/00,C2320979,RALINK TECHNOLOGY INC,,,,
12431697,4/3/97,2736045,MATTSON TECHONOLGY INC,MATTSON TECHNOLOGY INC,,,
11765300,,,REEMAY INC,,,,
13011033,,,MICROLINE PENTAX INC,,,,
11665931,,,VIVO SOFTWARE INC,,,,
12628842,,,JET CITY ELECTRONICS INC,,,,
12525696,3/24/99,3020640,STRATOS LIGHTWAVE INC,STRATOS LIGHTWAVE,,,
11120083,12/11/86,2110578,LEPTON INC,,,,
12724684,,,APPLIED PULSED POWER INC,,,,
11069830,12/28/82,1016093,GRID SYSTEMS CORPORATION,,,,
12091885,,,CLARINET SYSTEMS INC,,,,
12177272,4/24/86,2089230,BAUSCH LOMB SURGICAL INC,,,,
12934370,5/6/83,C1140901,OSI SOFTWARE INC,,,,
11080984,10/23/86,C1389679,TRAFFIX DEVICES INC,TRAF FIX DEVICES INC,TRAFIX DEVICES INC,TRAFFIX DEVICES,
11128812,1/20/06,4098079,XAAR LIMITED,,,,
11797936,,,COOK PACEMAKER CORPORATION,,,,
10801277,5/28/99,3049925,FIRST BRANDS,FIRST BRANDS CORPORATION,,,
11221371,1/25/88,2150151,BERNOULLI OPTICAL SYSTEMS COMPANY,,,,
12783562,11/29/00,3322412,AVIATION COMMUNICATION AND SURVEILLANCE SYSTEMS LLC,AVIATION COMMUNICATION SUREILLANCE SYSTEMS LLC,AVIATION COMMUNICATION SURVEILLANCE SYSTEMS,AVIATION COMMUNICATION SURVEILLANCE SYSTEMS LLC,AVIATION COMMUNICATIONS SURVEILLANCE SYSTEMS LLC
12083002,,,PHILLIP M ADAMS ASSOCIATES LLC,,,,
12538288,11/16/12,5243459,LIGHTAP,,,,
12554775,3/31/99,3022999,BACCHUS VASCULAR INC,,,,
13072881,6/3/03,3665382,NUELIGHT CORP,,,,
12147787,,,ECOSTAR ELECTRIC DRIVE SYSTEMS LLC,,,,
12052226,,,MODEX THERAPEUTIQUES,MODEX THERAPEUTIQUES SA,MODEX THERAPEUTICS,,
12898717,,,ELI WIENERAVNEAR,,,,
12634261,6/22/95,2518338,SANGAMO BIOSCIENCE INC,SANGAMO BIOSCHIENCES INC,SANGAMO BIOSCIENCES INC,,
11941724,9/25/95,C1949156,ENABLE SEMICONDUCTOR INC,,,,
12462772,1/5/96,2579359,LORAL SPACECOM CORP,,,,
11360422,5/4/98,2873820,ANERGEN INC,,,,
12675961,,,MICROLIN LLC,MICROLIN LC,,,
13242391,,,HITACHI GOLBAL STORAGE TECHNOLOGIES JAPAN LTD,HITACHI GLOBAL STORAGE TECHNOLOGIES,HITACHI GLOBAL STORAGE TEHCNOLOGIES JAPAN LTD,HITACHI GLOBAL STORAGE TECHNOLOGIES JAPA,HITACHI GLOBAL STORAGE TECHNOLOGIES JAPAN LTD
11644715,,,EDWARD H PHILLIPSTECHO CORP,,,,
12523277,,,ICA TRINOVA LLC,,,,
11615380,10/12/95,2538918,ADVANCED TECHCOM INC,,,,
11637108,10/26/93,C1868548,PROLINX LABS CORPORATION,,,,
12030260,8/3/95,C1945199,INNOMEDIA PTE,INNOMEDIA PTE LTD,INNOMEDIA PRE LTD,,
12929161,6/13/02,3536394,GRANDIS INC,,,,
12415916,,,PISCESPRINT IMAGING SCIENCES INC,,,,
13093498,12/9/03,3737113,MIDNIGHT BLUE REMOTE ACCESS LLC,,,,
12491336,,,ROYER BIOMEDICAL INC,,,,
13181106,7/28/08,C3155800,ST JUDE MEDICAL ATRIAL FIBRILLATION DIVISION INC,,,,
12241682,5/29/97,2756026,CYBERSTAR LP,,,,
12674742,2/1/00,3168617,INSITE ONE LLC,,,,
12210491,4/2/98,C2038368,HERMES BIOSCIENCES INC,,,,
11980372,3/24/89,C1636280,INTEGRATED SENSOR SOLUTIONS,,,,
12112639,,,PSC SCANNING INC,,,,
12983535,,,UNIFIED SOLUTIONS INC,,,,
12611915,1/1/97,2693920,BOSTON MICROSYSTEMS INC,,,,
11837514,,,TEXAS MICRO INC,,,,
12487629,1/29/93,C1851033,REPROGEN INC,,,,
12094908,,,WORENS GROUP INC,,,,
12240087,,,ADVEC INC,,,,
12729534,4/30/99,3036745,EVALVE INC,,,,
12895006,2/28/00,3184515,ZARLINK SEMICONDUCTOR AB,ZARLINK SEMICONDUCTOR,,,
11864521,8/8/89,2204373,STRATASYS INC,,,,
12765086,10/24/00,3302764,RICOH SILICON VALLEY INC,,,,
12915052,2/2/99,C2132625,P1 DIAMOND INC,,,,
10840170,,,TELETRONICS NV,,,,
11770321,10/9/92,2312234,MERCATOR GENETICS,MERCATOR GENETICS INC,,,
12939664,12/26/96,2696327,WABTEC HOLDING CORP,WABTEC HOLDING CORPORATION,,,
11280765,,,BIOPAK TECHNOLOGY LTD,,,,
12743661,2/19/98,2852493,BRIO SOFTWARE INC,,,,
12676572,8/22/01,3419462,SCHOTT LITHOTEC AG,,,,
11475800,3/4/82,933103,BASIC NEEDS INC,,,,
11376496,,,PRECISION TRACKING FM INC,,,,
12907277,2/19/03,3626934,SURETY LLC,,,,
12626750,12/3/04,C2714098,ADI THERMAL POWER CORP,,,,
12385075,4/27/92,2295880,ASAT LTD,ASAT LIMITED,,,
12342748,11/14/97,2821029,EDAX INC,,,,
13146985,,,TALK EMERGENCY LLC,,,,
11879549,,,WALKER ASSET MANAGEMENT LIMITED,WALKER ASSET MANAGEMENT LP,WALKER ASSET MANAGEMENT LIMITED PARTNERSHIP,,
11330254,,,AMETEK AEROSPACE PRODUCTS INC,,,,
12581219,5/20/97,2755626,SAKURA FINETEK USA INC,,,,
10817876,,,NUMAR,NUMAR CORPORATION,,,
12310162,4/3/97,2736554,ALIGNTECH INC,ALIGN TECHNOLOGY INC,,,
11255175,3/11/03,3634800,INTELLECTUAL PROPERTY LAW DEPT,,,,
10373534,,,SULTAN DENTAL PRODUCTS,,,,
12757914,4/20/00,C2080072,INAPAC TECHNOLOGY INC,,,,
12916603,3/2/00,3184605,COMMWELL INC,,,,
12937610,6/27/84,2038735,ILC DOVER LPP,,,,
